Location,DF_Market,TMO,Flavor,Taste,Thickness,Length,PMI SKU,Cluster SKU
Mazatlan,Mexico,PMI,Menthol,Full Flavor,STD,KS,1,1
Yangyang,South Korea,PMI,Regular,Full Flavor,STD,KS,1,4
Zia,Bangladesh,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Venice,Italy,PMI,Regular,Full Flavor,STD,KS,1,8
Recife,Brazil,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Yancheng Nanyang,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Changsha Huanghua,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Bangalore,India,PMI,Regular,Full Flavor,SLI,KS,1,1
Changchun Longjia,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Kralendijk (Bonaire),Caribbean Other,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Taiyuan Wusu,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Reus,Spain DP,PMI,Regular,Full Flavor,STD,KS,1,7
Praia,Cape Verde,PMI,Regular,Full Flavor,SLI,KS,1,2
Oranjestad,Aruba,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Kavala,Greece,PMI,Regular,Full Flavor,STD,KS,1,9
Asturias,Spain,PMI,Regular,Full Flavor,STD,KS,1,7
Pisa,Italy,PMI,Regular,Full Flavor,SLI,KS,1,3
Paramaribo,Suriname,PMI,Regular,Full Flavor,STD,KS,1,0
Bujumbura,Burundi,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Sihanoukville,Cambodia,PMI,Regular,Full Flavor,SLI,KS,1,1
Pointe-a-Pitre,Guadalupe,PMI,Regular,Full Flavor,SLI,KS,1,0
Banjul,Gambia,PMI,Regular,Full Flavor,STD,KS,1,0
Kutahya Airport,Turkey,PMI,Menthol Caps,Full Flavor,STD,KS,1,5
Kinshasa,"Congo, Rep. Dem.",PMI,Regular,Full Flavor,SLI,KS,1,0
Zakynthos,Greece,PMI,Regular,Full Flavor,STD,KS,1,9
Osaka - Kansai,Japan,PMI,Regular,Full Flavor,STD,KS,1,9
Belo Horizonte,Brazil,PMI,Menthol Caps,Full Flavor,STD,KS,1,2
Edinburgh,Great Britain,PMI,Regular,Full Flavor,STD,KS,1,5
Aswan,Egypt,PMI,Regular,Full Flavor,STD,KS,1,3
Kuwait,Kuwait,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Sevilla,Spain,PMI,Regular,Full Flavor,SLI,KS,1,2
Dar Es Salaam,Tanzania,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Naha,Japan,PMI,Regular,Full Flavor,STD,KS,1,8
Antalya Airport,Turkey,PMI,Menthol Caps,Full Flavor,STD,KS,1,5
Varna,Bulgaria,PMI,Regular,Full Flavor,SLI,KS,1,1
Everrich Downtown Kinmen,Taiwan,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Zhengzhou Xinzheng,China,PMI,Regular,Full Flavor,STD,KS,1,7
Seoul,South Korea,PMI,Regular,Lights,SLI,KS,1,1
Bamako,Mali,PMI,Regular,Full Flavor,STD,KS,1,0
Bridgetown,Barbados,PMI,Regular,Full Flavor,SLI,KS,1,0
Faro Airport,Portugal,PMI,Regular,Full Flavor,SLI,KS,1,1
Astrakhan,Russia,PMI,NTD Caps,Full Flavor,STD,KS,1,2
Puerto Vallarta,Mexico,PMI,Regular,Full Flavor,STD,KS,1,5
Liverpool,Great Britain,PMI,Regular,Full Flavor,SLI,KS,1,3
Cheongju,South Korea,PMI,Menthol,Full Flavor,STD,KS,1,1
Dar Es Salaam,Tanzania,PMI,Regular,Full Flavor,STD,KS,1,2
Ankara Airport,Turkey,PMI,Menthol Caps,Full Flavor,STD,KS,1,5
Lanzarote,Canary Islands,PMI,Regular,Full Flavor,STD,KS,1,1
Kuwait,Kuwait,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Guayaquil,Ecuador,PMI,NTD Caps,Full Flavor,STD,KS,1,1
La Paz Manuel Marquez de Leon,Mexico,PMI,Menthol,Full Flavor,STD,KS,1,1
Jinan Xiaoqiang,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Brisbane,Australia,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Hanoi,Vietnam,PMI,Regular,Full Flavor,STD,KS,1,1
Bournemouth,Great Britain,PMI,Regular,Full Flavor,STD,KS,1,5
Faro Airport,Portugal,PMI,Regular,Full Flavor,STD,KS,1,1
Penang,Malaysia,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Yangon,Myanmar,PMI,Regular,Full Flavor,STD,KS,1,1
Mahon Airport,Spain,PMI,Regular,Full Flavor,STD,KS,1,7
Hurgada,Egypt,PMI,Regular,Full Flavor,STD,KS,1,4
Ixtapa Zihuatanejo,Mexico,PMI,Regular,Full Flavor,SLI,KS,1,2
Luxor,Egypt,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Doha,Qatar,PMI,Regular,Full Flavor,STD,KS,1,0
Istanbul Asia Airport,Turkey,PMI,Menthol Caps,Full Flavor,STD,KS,1,5
Marrakech,Morocco,PMI,Regular,Full Flavor,STD,KS,1,5
Xuzhou Guanyin,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Tulear,Madagascar,PMI,Regular,Full Flavor,SLI,KS,1,0
Marrakech,Morocco,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Kota Kinabalu,Malaysia,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Heraklion Airport,Greece,PMI,Regular,Full Flavor,SLI,KS,1,8
Rio de Janeiro,Brazil,PMI,Menthol Caps,Full Flavor,STD,KS,1,2
Jomo Kenyatta,Kenya,PMI,Regular,Full Flavor,STD,KS,1,1
Ankara Airport,Turkey,PMI,Regular,Full Flavor,SLI,KS,1,8
Almeria,Spain DP,PMI,Regular,Full Flavor,SLI,KS,1,2
Mykonos,Greece,PMI,Regular,Full Flavor,SLI,KS,1,8
Punta Cana - Higuey,Dominican Republic,PMI,Menthol,Full Flavor,STD,KS,1,1
Florianopolis,Brazil,PMI,Menthol,Full Flavor,STD,KS,1,1
Dublin,Ireland,PMI,Regular,Full Flavor,SLI,KS,1,2
Qingdao Liuting,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Malaga,Spain DP,PMI,Regular,Full Flavor,STD,KS,1,7
Hefei Xinqiao,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Murcia,Spain,PMI,Regular,Full Flavor,STD,KS,1,7
Natal,Brazil,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Munster-Osnabruck,Germany,PMI,Regular,Full Flavor,SLI,KS,1,5
Fukuoka,Japan,PMI,Regular,Full Flavor,STD,KS,1,9
Ekaterinburg,Russia,PMI,Regular,Full Flavor,STD,KS,1,7
Nanning Wuxu,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Wuhan Tianhe,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Melbourne,Australia,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Bogota,Colombia,PMI,Menthol,Full Flavor,STD,KS,1,1
Geneva,Switzerland,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Nador,Morocco,PMI,Menthol,Full Flavor,STD,KS,1,1
Zia,Bangladesh,PMI,Regular,Full Flavor,SLI,KS,1,0
Jinan Xiaoqiang,China,PMI,Regular,Full Flavor,STD,KS,1,7
Istanbul Asia Airport,Turkey,PMI,Regular,Full Flavor,SLI,KS,1,8
Jeddah,Saudi Arabia,PMI,Regular,Full Flavor,SLI,KS,1,1
Basseterre (Saint Kitts),Caribbean Other,PMI,Regular,Full Flavor,SLI,KS,1,2
Bujumbura,Burundi,PMI,Regular,Full Flavor,STD,KS,1,0
Ningbo Lishe,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Santiago De Compostela,Spain,PMI,Regular,Full Flavor,STD,KS,1,7
Florianopolis,Brazil,PMI,Regular,Full Flavor,STD,KS,1,5
Adelaide,Australia,PMI,Regular,Full Flavor,STD,KS,1,3
Abidjan,Ivory Coast,PMI,Regular,Full Flavor,SLI,KS,1,0
Xuzhou Guanyin,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Mandalay,Myanmar,PMI,Regular,Full Flavor,STD,KS,1,1
Krasnoyarsk,Russia,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Athens,Greece,PMI,Regular,Full Flavor,SLI,KS,1,8
Denizli Cardak Airport,Turkey,PMI,NTD Caps,Full Flavor,STD,KS,1,10
Santiago De Compostela,Spain DP,PMI,Regular,Full Flavor,STD,KS,1,7
Porto Alegre,Brazil,PMI,Menthol Caps,Full Flavor,STD,KS,1,2
A Coruna,Spain DP,PMI,Regular,Full Flavor,STD,KS,1,7
Managua,Nicaragua,PMI,Menthol,Full Flavor,STD,KS,1,0
Cork,Ireland,PMI,Regular,Full Flavor,STD,KS,1,1
San Salvador Comalapa,El Salvador,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Split,Croatia,PMI,Regular,Full Flavor,SLI,KS,1,1
Incheon,South Korea,PMI,NTD Caps,Full Flavor,STD,KS,1,4
La Paz Manuel Marquez de Leon,Mexico,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Fes,Morocco,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Hanoi,Vietnam,PMI,Menthol,Full Flavor,STD,KS,1,1
Tozeur,Tunisia,PMI,Regular,Full Flavor,STD,KS,1,4
Kingston,Jamaica,PMI,Regular,Full Flavor,STD,KS,1,1
Los Cabos,Mexico,PMI,Regular,Full Flavor,STD,KS,1,6
Doha,Qatar,PMI,Menthol,Full Flavor,STD,KS,1,0
Lagos,Nigeria,PMI,Regular,Full Flavor,STD,KS,1,1
Newcastle,Great Britain,PMI,Regular,Full Flavor,STD,KS,1,5
Kralendijk (Bonaire),Caribbean Other,PMI,Regular,Full Flavor,STD,KS,1,3
Dalaman Airport,Turkey,PMI,Menthol Caps,Full Flavor,STD,KS,1,5
Alicante,Spain DP,PMI,Regular,Full Flavor,STD,KS,1,7
Monastir,Tunisia,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Karpathos,Greece,PMI,Regular,Full Flavor,STD,KS,1,9
Dubai,United Arab Emirates,PMI,Regular,1mg,STD,KS,1,3
Wuhan Tianhe,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Hiroshima,Japan,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Punta Cana - Higuey,Dominican Republic,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Lodz,Poland,PMI,Regular,Full Flavor,SLI,KS,1,2
Osaka - Kansai,Japan,PMI,Regular,Full Flavor,SLI,KS,1,0
Konya Airport,Turkey,PMI,Menthol Caps,Full Flavor,STD,KS,1,5
Paris Orly,France DP,PMI,Regular,Full Flavor,SLI,KS,1,2
Singapore - Changi,Singapore,PMI,Menthol,Full Flavor,STD,KS,1,0
Abu Dhabi,United Arab Emirates,PMI,Regular,Ultralights,STD,KS,1,3
Moscow - Vnukovo,Russia,PMI,NTD Caps,Full Flavor,STD,KS,1,2
Oranjestad,Aruba,PMI,Regular,Full Flavor,SLI,KS,1,0
Monterrey,Mexico,PMI,Menthol Caps,Full Flavor,STD,KS,1,2
Nador,Morocco,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Monterrey,Mexico,PMI,Regular,Full Flavor,STD,KS,1,6
Pointe-a-Pitre,Guadalupe,PMI,Regular,Lights,STD,KS,1,0
Addis Ababa,Ethiopia,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Guatemala City,Guatemala,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Konya Airport,Turkey,PMI,Regular,Full Flavor,SLI,KS,1,8
Almeria,Spain DP,PMI,Regular,Full Flavor,STD,KS,1,6
Heraklion Airport,Greece,PMI,Regular,Full Flavor,STD,KS,1,9
Quanzhou,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Lima,Peru,PMI,Menthol,Full Flavor,STD,KS,1,0
Changchun Longjia,China,PMI,Regular,Full Flavor,STD,KS,1,7
Rabat,Morocco,PMI,Menthol,Full Flavor,STD,KS,1,1
Bordeaux,France DP,PMI,Regular,Lights,STD,KS,1,2
Tangier,Morocco,PMI,Regular,Full Flavor,STD,KS,1,5
Guayaquil,Ecuador,PMI,Regular,Full Flavor,STD,KS,1,1
Gran Canaria,Canary Islands,PMI,Regular,Full Flavor,SLI,KS,1,1
Warsaw,Poland,PMI,Regular,Full Flavor,STD,KS,1,6
Samsun Airport,Turkey,PMI,Menthol Caps,Full Flavor,STD,KS,1,5
Shanghai Pudong,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Punta Cana - Higuey,Dominican Republic,PMI,Regular,Full Flavor,STD,KS,1,3
Bodrum Airport,Turkey,PMI,Regular,Full Flavor,STD,KS,1,15
Hurgada,Egypt,PMI,Regular,Full Flavor,SLI,KS,1,1
Mazatlan,Mexico,PMI,Regular,Full Flavor,SLI,KS,1,2
Natal,Brazil,PMI,Regular,Full Flavor,STD,KS,1,5
Diyarbakir Airport,Turkey,PMI,NTD Caps,Full Flavor,STD,KS,1,10
Erbil International Airport,Iraq,PMI,Regular,Lights,STD,KS,1,0
Ohrid,Macedonia,PMI,Regular,Full Flavor,SLI,KS,1,1
Palma De Mallorca,Spain,PMI,Regular,Full Flavor,SLI,KS,1,2
Fes,Morocco,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Enfidha,Tunisia,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Zanzibar,Tanzania,PMI,Regular,Full Flavor,STD,KS,1,2
Tirana,Albania,PMI,Regular,Full Flavor,SLI,KS,1,0
Aqaba,Jordan,PMI,Regular,Full Flavor,STD,KS,1,2
Incheon,South Korea,PMI,Menthol,Full Flavor,STD,KS,1,1
A Coruna,Spain,PMI,Regular,Full Flavor,STD,KS,1,7
Weihai Dashuibo,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Sochi,Russia,PMI,NTD Caps,Full Flavor,STD,KS,1,2
Vientiane,Laos,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Tuzla,Bosnia-Herzegovinia,PMI,Regular,Full Flavor,SLI,KS,1,2
Shanghai Hongqiao,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Taichung,Taiwan,PMI,Regular,Full Flavor,STD,KS,1,1
Vigo,Spain DP,PMI,Regular,Full Flavor,STD,KS,1,7
Bristol,Great Britain,PMI,Regular,Full Flavor,SLI,KS,1,3
Lanzarote,Canary Islands,PMI,Regular,Full Flavor,SLI,KS,1,1
Bergamo,Italy,PMI,Regular,Full Flavor,STD,KS,1,7
Sharjah,United Arab Emirates,PMI,NTD Caps,Ultralights,STD,KS,1,2
Ngurah Rai,Indonesia,PMI,Regular,Full Flavor,STD,KS,1,1
Jerba,Tunisia,PMI,Menthol,Full Flavor,STD,KS,1,1
Faroe Islands,Denmark,PMI,Regular,Full Flavor,SLI,KS,1,2
Vaxjo,Sweden,PMI,Regular,Full Flavor,SLI,KS,1,1
Quito,Ecuador,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Pamandzi,Mayotte,PMI,Regular,Full Flavor,SLI,KS,1,0
Bristol,Great Britain,PMI,Regular,Full Flavor,STD,KS,1,5
Nykoping,Sweden,PMI,Regular,Full Flavor,STD,KS,1,3
Luxor,Egypt,PMI,Regular,Full Flavor,STD,KS,1,4
St. Maarten Princess Juliana,Saint Marteen (NL),PMI,Menthol,Full Flavor,STD,KS,1,0
Sfax,Tunisia,PMI,Regular,Full Flavor,STD,KS,1,4
Kavala,Greece,PMI,Regular,Full Flavor,SLI,KS,1,8
Asyut,Egypt,PMI,Regular,Full Flavor,STD,KS,1,4
Port-au-Prince (Haiti),Caribbean Other,PMI,Regular,Full Flavor,STD,KS,1,3
Bydgoszcz,Poland,PMI,Regular,Full Flavor,STD,KS,1,6
Kagoshima,Japan,PMI,Regular,Full Flavor,STD,KS,1,9
Yanji Zhaoyangchuan,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Jeju,South Korea,PMI,Menthol,Full Flavor,STD,KS,1,1
Fortaleza,Brazil,PMI,Regular,Full Flavor,STD,KS,1,4
Samsun Airport,Turkey,PMI,NTD Caps,Full Flavor,STD,KS,1,11
Chubu,Japan,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Thessaloniki,Greece,PMI,Regular,Full Flavor,STD,KS,1,8
Murcia,Spain,PMI,Regular,Full Flavor,SLI,KS,1,2
Yinchuan Hedong,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Alexandria,Egypt,PMI,Regular,Full Flavor,SLI,KS,1,1
Punta Cana - Higuey,Dominican Republic,PMI,Regular,Full Flavor,SLI,KS,1,2
Rabat,Morocco,PMI,Regular,Full Flavor,SLI,KS,1,1
Accra,Ghana,PMI,Regular,Full Flavor,STD,KS,1,0
Umea,Sweden,PMI,Regular,Full Flavor,STD,KS,1,3
Takamatsu,Japan,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Sochi,Russia,PMI,Regular,Full Flavor,STD,KS,1,6
Kigali,Rwanda,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Casablanca,Morocco,PMI,NTD Caps,Full Flavor,STD,KS,1,5
Pamandzi,Mayotte,PMI,Regular,Full Flavor,STD,KS,1,0
Seoul,South Korea,PMI,Menthol,Full Flavor,STD,KS,1,1
Milan - Linate,Italy,PMI,Regular,Full Flavor,STD,KS,1,8
Montego Bay,Jamaica,PMI,Regular,Full Flavor,STD,KS,1,1
Yinchuan Hedong,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Phnom Penh,Cambodia,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Puerto Vallarta,Mexico,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Hong Kong,Hong Kong,PMI,Menthol,Full Flavor,STD,KS,1,0
Mahon Airport,Spain,PMI,Regular,Full Flavor,SLI,KS,1,2
Kayseri Airport,Turkey,PMI,Regular,Full Flavor,STD,KS,1,15
Kayseri Airport,Turkey,PMI,NTD Caps,Full Flavor,STD,KS,1,10
Rotterdam,Netherlands,PMI,Regular,Full Flavor,STD,KS,1,1
Marrakech,Morocco,PMI,Regular,Full Flavor,SLI,KS,1,1
Kuwait,Kuwait,PMI,Menthol,Full Flavor,STD,KS,1,0
Cordoba,Argentina,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Los Cabos,Mexico,PMI,Menthol,Full Flavor,STD,KS,1,1
Novosibirsk,Russia,PMI,Regular,Full Flavor,STD,KS,1,6
Xiamen Gaoqi,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Cayenne,French Guyana,PMI,Regular,Lights,STD,KS,1,0
Southampton,Great Britain,PMI,Regular,Full Flavor,STD,KS,1,5
Puerto Plata,Dominican Republic,PMI,Menthol,Full Flavor,STD,KS,1,2
Duesseldorf,Germany,PMI,Regular,Full Flavor,SLI,KS,1,5
Banja Luka,Bosnia-Herzegovinia,PMI,Regular,Full Flavor,STD,KS,1,2
Reus,Spain,PMI,Regular,Full Flavor,SLI,KS,1,2
Sharjah,United Arab Emirates,PMI,NTD Caps,Full Flavor,STD,KS,1,3
London Southend Airport,Great Britain,PMI,Regular,Full Flavor,SLI,KS,1,3
Dar Es Salaam,Tanzania,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Muan,South Korea,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Osaka - Kansai,Japan,PMI,Menthol,Full Flavor,STD,KS,1,4
Sfax,Tunisia,PMI,NTD Caps,Full Flavor,STD,KS,1,2
Hebei,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Rzeszow,Poland,PMI,Regular,Full Flavor,SLI,KS,1,2
Sarajevo,Bosnia-Herzegovinia,PMI,Regular,Full Flavor,STD,KS,1,2
Chattrapati Shivaji,India,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Vaxjo,Sweden,PMI,Regular,Full Flavor,STD,KS,1,3
Kayseri Airport,Turkey,PMI,Regular,Full Flavor,SLI,KS,1,8
Jerez De La Frontera,Spain DP,PMI,Regular,Full Flavor,SLI,KS,1,2
Urumchi Diwobao,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Diyarbakir Airport,Turkey,PMI,Regular,Lights,STD,KS,1,1
Natal,Brazil,PMI,Regular,Full Flavor,SLI,KS,1,2
Rabil,Cape Verde,PMI,Regular,Full Flavor,SLI,KS,1,2
Bordeaux,France,PMI,Regular,Full Flavor,STD,KS,1,7
Chattrapati Shivaji,India,PMI,Regular,Full Flavor,STD,KS,1,4
Bodrum Airport,Turkey,PMI,NTD Caps,Full Flavor,STD,KS,1,11
Shizuoka,Japan,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Dubai,United Arab Emirates,PMI,NTD Caps,Ultralights,STD,KS,1,2
La Paz Manuel Marquez de Leon,Mexico,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Auckland,New Zealand,PMI,Regular,Full Flavor,STD,KS,1,2
Manas,Kyrgyzstan,PMI,Regular,Full Flavor,STD,KS,1,0
Cozumel,Mexico,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Samos,Greece,PMI,Regular,Full Flavor,STD,KS,1,9
Kinshasa,"Congo, Rep. Dem.",PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Bariloche,Argentina,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Elblag,Poland,PMI,Regular,Full Flavor,STD,KS,1,5
Alicante,Spain DP,PMI,Regular,Full Flavor,SLI,KS,1,2
Busan - Kimhae,South Korea,PMI,Regular,Full Flavor,STD,KS,1,5
Taichung,Taiwan,PMI,Menthol,Full Flavor,STD,KS,1,1
St. George's Point Saline,Grenada,PMI,Regular,Full Flavor,SLI,KS,1,0
Beijing,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Taichung,Taiwan,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Hanoi,Vietnam,PMI,NTD Caps,Full Flavor,STD,KS,1,2
Abidjan,Ivory Coast,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Gaziantep Airport,Turkey,PMI,Regular,Full Flavor,SLI,KS,1,8
Lusaka,Zambia,PMI,Regular,Full Flavor,SLI,KS,1,0
Roland Garros,Reunion,PMI,Regular,Lights,STD,KS,1,0
Chongqing Jiangbei,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
RIYADH,Saudi Arabia,PMI,Regular,Full Flavor,STD,KS,1,2
Strasbourg,France DP,PMI,Regular,Full Flavor,STD,KS,1,8
Lyon Saint Exupery,France DP,PMI,Regular,Full Flavor,STD,KS,1,9
Almaty,Kazakhstan,PMI,Regular,Full Flavor,STD,KS,1,1
Exeter,Great Britain,PMI,Regular,Full Flavor,STD,KS,1,5
Luanda,Angola,PMI,Regular,Full Flavor,SLI,KS,1,0
Adana Airport,Turkey,PMI,NTD Caps,Full Flavor,STD,KS,1,11
Guangzhou Baiyun,China,PMI,Regular,Full Flavor,STD,KS,1,7
Sao Paulo - Guarulhos,Brazil,PMI,Menthol,Full Flavor,STD,KS,1,1
Nantes,France DP,PMI,Regular,Lights,STD,KS,1,2
Paris Orly,France,PMI,Regular,Full Flavor,STD,KS,1,7
Leopold Sedar Senghar,Senegal,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Heraklion Airport,Greece,PMI,Regular,Lights,STD,KS,1,1
Montego Bay,Jamaica,PMI,Menthol,Full Flavor,STD,KS,1,1
Taipei - Taoyuan,Taiwan,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Mexico City,Mexico,PMI,Menthol,Full Flavor,STD,KS,1,1
Bridgetown,Barbados,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Florianopolis,Brazil,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Guadalajara,Mexico,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Panama Tocumen,Panama,PMI,Menthol,Full Flavor,STD,KS,1,0
Nairobi,Kenya,PMI,Regular,Full Flavor,STD,KS,1,1
Nice,France,PMI,Regular,Full Flavor,STD,KS,1,7
Jerba,Tunisia,PMI,Menthol Caps,Full Flavor,STD,KS,1,2
San Salvador Comalapa,El Salvador,PMI,Regular,Full Flavor,SLI,KS,1,0
Entebbe,Uganda,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Belize City,Belize,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Samana El Catey,Dominican Republic,PMI,Regular,Full Flavor,SLI,KS,1,1
Kaohsiung,Taiwan,PMI,Menthol,Full Flavor,STD,KS,1,1
Nador,Morocco,PMI,Regular,Full Flavor,STD,KS,1,5
Agadir,Morocco,PMI,Regular,Full Flavor,STD,KS,1,5
Djibouti,Djibouti,PMI,Regular,Full Flavor,STD,KS,1,0
Changsha Huanghua,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Monterrey,Mexico,PMI,Regular,Full Flavor,SLI,KS,1,2
Cancun,Mexico,PMI,Regular,Full Flavor,SLI,KS,1,2
Sharjah,United Arab Emirates,PMI,Regular,Full Flavor,SLI,KS,1,2
Geneva,Switzerland,PMI,Regular,Full Flavor,SLI,KS,1,1
Brasilia,Brazil,PMI,Regular,Full Flavor,SLI,KS,1,2
Cukurova Airport,Turkey,PMI,Regular,Full Flavor,STD,KS,1,14
Sendai,Japan,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Phu Quok,Vietnam,PMI,NTD Caps,Full Flavor,STD,KS,1,2
Mitilini,Greece,PMI,Regular,Full Flavor,STD,KS,1,9
Recife,Brazil,PMI,Menthol,Full Flavor,STD,KS,1,1
Xian Xianyang,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Skopje,Macedonia,PMI,Regular,Full Flavor,SLI,KS,1,1
Istanbul Airport,Turkey,PMI,Regular,Full Flavor,SLI,KS,1,8
Jeju,South Korea,PMI,Menthol Caps,Full Flavor,STD,KS,1,2
Xian Xianyang,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Sihanoukville,Cambodia,PMI,Regular,Full Flavor,STD,KS,1,1
Pengsheng,China,PMI,Regular,Full Flavor,STD,KS,1,7
Managua,Nicaragua,PMI,Regular,Full Flavor,SLI,KS,1,0
Hangzhou Xiaoshan,China,PMI,Regular,Full Flavor,STD,KS,1,7
Ras El Khaymah,United Arab Emirates,PMI,Regular,Ultralights,STD,KS,1,3
Zurich,Switzerland,PMI,Regular,Full Flavor,SLI,KS,1,1
Vientiane,Laos,PMI,Regular,Full Flavor,STD,KS,1,0
Aswan,Egypt,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Espargos,Cape Verde,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Fes,Morocco,PMI,Menthol,Full Flavor,STD,KS,1,1
Chitose,Japan,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Nykoping,Sweden,PMI,Regular,Full Flavor,SLI,KS,1,1
Takamatsu,Japan,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Hefei Xinqiao,China,PMI,Regular,Full Flavor,STD,KS,1,7
Marka,Jordan,PMI,Regular,Full Flavor,SLI,KS,1,2
Amsterdam - Schiphol,Netherlands,PMI,Regular,Full Flavor,STD,KS,1,1
Kilimanjaro,Tanzania,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Sendai,Japan,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Luxor,Egypt,PMI,Regular,Full Flavor,SLI,KS,1,1
Yangon,Myanmar,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Luanda,Angola,PMI,Regular,Full Flavor,STD,KS,1,0
Cam Ranh,Vietnam,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Cozumel,Mexico,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Nanning Wuxu,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
