DF_Market,Location,TMO,Brand Family,CR_BrandId,SKU,Item per Bundle,$theyearbefore Volume,$previous_year Volume,$current_year Volume,$theyearbefore Month,$previous_year Month,$current_year Month,$theyearbefore Revenue,$previous_year Revenue,$current_year Revenue
Japan,Osaka - Kansai,BAT,KENT,62478,KENT - 3 100's RCB,200,31600,0,0,11,0,0,553000,0,0
Switzerland,Zurich,BAT,PARISIENNE,48673,PARISIENNE - JAUNE KS BOX,200,3131200,3304200,3294800,12,12,12,851600.4,853264.33,896776.03
Great Britain,Exeter,PMI,MARLBORO,125044,MARLBORO - GOLD (2.0 ORIGINAL) KS RCB TRANSPARENT BUNDLE - UNITED KINGDOM DF - IDM UNITED KINGDOM,200,18400,26800,29800,8,12,12,5520,8144.9,9534
Ukraine,Kharkiv,JTI,CAMEL,43025,CAMEL - LIGHTS KS BOX,200,14700,0,0,2,0,0,1575,0,0
Great Britain,East Midlands,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,200,124000,313800,227800,6,12,12,29760,76656.81,62074.48
Cape Verde,Praia,IMPERIAL BRANDS,GAULOISES,45358,GAULOISES - BLONDES (RED) KS BOX,200,13000,18000,42400,12,11,11,0,228600,560800
Turkey,Antalya Airport,BAT,VOGUE,51105,VOGUE - BLEUE 100's BOX SUPERSLIMS,400,735600,1043200,923600,8,12,12,122876.6,197545.5,183354.5
Japan,Osaka - Kansai,CHINA NATIONAL,JINSHENG,114329,JINSHENG - KS BOX,200,2200,26200,0,4,9,0,41800,497800,0
Turkey,Istanbul Asia Airport,JTI,WINSTON,54555,WINSTON - LIGHTS KS RCB,400,318000,1154800,1054000,3,12,12,47302.5,186596.72,181859.09
China,Ningbo Lishe,JTI,WINSTON,45182,WINSTON - KS BOX,200,1046,14377,7610,6,12,5,627.6,8626.2,4566
Greece,Thessaloniki,PMI,MARLBORO,120934,MARLBORO - (GOLD 3.0) KS RCB - ENGLISH GHW TPD2 DF - IDM GREECE,200,404600,538400,57200,12,12,3,72509,101166.19,10868
Sri Lanka,Colombo,BAT,BENSON & HEDGES,51437,BENSON & HEDGES - SMOOTH GOLD KS BOX,200,40400,194600,197200,3,10,12,5484.08,25047.33,26622
Turkey,Dalaman Airport,PMI,PARLIAMENT,70904,PARLIAMENT - NIGHT BLUE 100's SOFT WHITE - TURKEY DF,200,56600,35200,39800,7,9,11,12656.7,8252.4,9515.1
China,Ningbo Lishe,JTI,SEVEN STARS,46302,SEVEN STARS - KS BOX,200,436,5990,3170,6,12,5,261.6,3594,1902
Turkey,Istanbul Airport,IMPERIAL BRANDS,DAVIDOFF,52524,DAVIDOFF - (WHITE) 90's OCTAGONAL PACK,400,2189200,1722000,0,12,9,0,351282,288456,0
China,Guangzhou Baiyun,KT & G,ESSE,52455,ESSE - (BLUE) 100's BOX SUPERSLIMS,200,85688,2813241,5390394,9,12,12,49270.6,1624670.825,3099476.55
Great Britain,Doncaster,JTI,MAYFAIR,44279,MAYFAIR - KS BOX,200,55000,0,0,10,0,0,14575,0,0
Mexico,Cozumel,BAT,LUCKY STRIKE,86599,LUCKY STRIKE - ORIGINAL TOBACCO (BLUE) KS BOX,200,3000,1800,800,7,6,4,570,385,178
China,Harbin Taiping,KARELIA TOBACCO,KARELIA,53451,KARELIA - SLIMS (BLUE) 100's BOX SLIMS,200,0,0,10,0,0,1,0,0,
Great Britain,Aberdeen,JTI,STERLING,91239,STERLING - SUPERKINGS MENTHOL MENTHOL 100's BOX,200,17200,7800,0,11,6,0,4386,2073,0
Great Britain,Manchester,PMI,MARLBORO,125044,MARLBORO - GOLD (2.0 ORIGINAL) KS RCB TRANSPARENT BUNDLE - UNITED KINGDOM DF - IDM UNITED KINGDOM,200,1216000,1841800,1945400,8,12,12,364800,564653.76,621892
Great Britain,Newcastle,JTI,SILK CUT,45375,SILK CUT - PURPLE KS BOX,400,119600,130000,137200,12,12,12,30797,35806.9,42633
Great Britain,London Gatwick,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,200,815200,885200,1104600,12,12,12,207876,230951.66,319997.38
Turkey,Dalaman Airport,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,400,47600,54000,0,5,7,0,9008,10529,0
United Arab Emirates,Dubai,KARELIA TOBACCO,OME,85643,OME - (WHITE) 100's L-STICK BOX SUPERSLIMS,200,0,658800,162400,0,10,4,0,59489.64,14555.61
Turkey,Istanbul Airport,IMPERIAL BRANDS,DAVIDOFF,48774,DAVIDOFF - MAGNUM MILDS 90's OCTAGONAL PACK,200,149600,109200,0,12,9,0,49188.2,37107.2,0
Cape Verde,Praia,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,200,11400,14200,9600,12,11,8,0,185920,135289.99
Mexico,Puerto Vallarta,BAT,DUNHILL,47577,DUNHILL - INTERNATIONAL KS BOX,400,107600,90000,84400,10,12,12,18964.5,18492,18317
Spain,Valencia,PMI,MARLBORO,122496,MARLBORO - GOLD (3.5) KS RCB - SPAIN DF - IDM SPAIN,200,679600,677200,746400,12,12,12,153508.5,163035.9,197728.2
Turkey,Istanbul Airport,CHINA NATIONAL,CHUNGHWA,43087,CHUNGHWA - KS BOX,200,1342200,1147600,0,12,9,0,333886.9,295405.4,0
Armenia,Yerevan,BAT,DUNHILL,47577,DUNHILL - INTERNATIONAL KS BOX,200,6400,0,0,4,0,0,1248,0,0
Turkey,Istanbul Asia Airport,BAT,LUCKY STRIKE,57357,LUCKY STRIKE - BLUE KS BOX,200,57600,145400,116000,3,12,12,10368,28290,23832.12
Great Britain,Aberdeen,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,400,442000,508000,400000,12,12,12,90610,106924.75,92892.1
United Arab Emirates,Ras El Khaymah,PMI,L&M,120054,L&M - BLUE LABEL KS RCB 600 TRANSPARENT BUNDLE WHITE - UAE DF,600,57600,65400,79200,10,12,12,5976,6785.25,8217
Latvia,Riga,PMI,MARLBORO,120763,MARLBORO - (RED FWD) KS BOX - ENGLISH GHW TPD2 DF - IDM LATVIA,200,1256400,1247000,701800,12,12,12,231805.8,230071.5,134614.1
Spain,Palma De Mallorca,IMPERIAL BRANDS,WEST,46023,WEST - RED KS BOX,200,373200,432000,365200,12,12,12,65123.4,87480,84899.73
United Arab Emirates,Dubai,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,600,1066200,1896600,2197800,12,12,12,128334.94,242810.33,285098.46
India,Indira Gandhi,PMI,MARLBORO,113960,MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER WHITE - SOUTH ASIA DF,600,6911445,8168808,8206753,9,10,12,59388716.1383333,1184477.16,63296942.2766667
Saudi Arabia,Medina,BAT,JOHN PLAYER,63855,JOHN PLAYER - GOLD KS BOX,600,0,109800,471000,0,6,11,0,21594,99506.94
Italy,Milan - Malpensa,PMI,MARLBORO,122498,MARLBORO - GOLD (3.5) KS RCB - ITALY DF - IDM ITALY,200,2222600,2715400,2708200,12,12,12,533424,661194.06,669235.08
Mexico,Mexico City,JTI,MAYFAIR,46686,MAYFAIR - SKY BLUE KS BOX,600,18000,9000,3000,9,7,4,2560.89,1306.5,536.41
Spain,Ibiza,BAT,PALL MALL,51685,PALL MALL - (BLUE) KS BOX,200,56600,75000,62000,7,7,8,10584.2,16706.25,15314
Macedonia,Ohrid,IMPERIAL BRANDS,WEST,46755,WEST - SILVER KS BOX,600,25800,2400,30000,5,1,11,2709,252,3150
El Salvador,San Salvador Comalapa,PMI,MARLBORO,99921,MARLBORO - WHITE MINT (2.0) MENTHOL KS BOX ORH WHITE - LA&CANADA DF-ENG TXT,200,139635,132340,0,12,5,0,19548.9,19165.6,0
Great Britain,Bristol,JTI,SILK CUT,45375,SILK CUT - PURPLE KS BOX,600,85800,202800,164400,12,12,12,19305,49125.03,44614
France,Marseille,JTI,WINSTON,54235,WINSTON - BLUE 100's BOX SUPERSLIMS,200,0,10600,72000,0,2,12,0,3614.6,23408.1
China,Guangzhou Baiyun,JTI,WINSTON,56993,WINSTON - (RED) KS BOX,200,17256,567205,1089938,9,12,12,10353.6,340323,653962.8
Turkey,Dalaman Airport,PMI,MARLBORO,137512,MARLBORO - WHITE (3.5) KS RCS WHITE - TURKEY DF,200,0,40000,45200,0,8,9,0,9180,10599.4
Egypt,Cairo,BAT,KENT,53857,KENT - WHITE INFINA KS RCB,200,308627,145557,0,12,6,0,40121.51,18922.41,0
Spain,Madrid Barajas,IMPERIAL BRANDS,FORTUNA,56044,FORTUNA - ROJO KS BOX,200,433800,479400,430600,12,12,12,83940.3,107939.93,106215.63
Turkey,Istanbul Airport,PMI,MARLBORO,118939,MARLBORO - DOUBLE FUSION PURPLE KS RCB 600 C SPECIAL OUTER WHITE - TURKEY DF,600,5700600,5724600,5342400,12,12,12,900043.5,940228.2,901201.7
Spain,Ibiza,IMPERIAL BRANDS,RICHMOND,44637,RICHMOND - KS BOX,200,353400,443200,325400,8,9,11,65379,110671.75,103898.93
Switzerland,Geneva,PMI,PHILIP MORRIS,122168,PHILIP MORRIS - QUANTUM BLUE KS RCB - ZONE 1 DF - IDM SWITZERLAND,200,646800,626000,593800,12,12,12,189538.3,186956.8,180578.6
Burundi,Bujumbura,PMI,MARLBORO,125840,MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - GENERIC DF-ENG TXT,600,0,15000,14400,0,7,8,0,1687.5,1620
Turkey,Antalya Airport,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,984200,1392200,1400000,10,12,12,184233.9,292745.69,307896.23
United Arab Emirates,Abu Dhabi,PMI,MARLBORO,120077,MARLBORO - TOUCH (2.0) KS RCS 400 SLIMS WHITE - UAE DF,400,220400,0,0,6,0,0,30255.41,0,0
China,Wuhan Tianhe,CHINA NATIONAL,UNDEFINED,0,UNDEFINED,200,57950,113616,217385,12,12,10,108076.75,211893.84,405423.025
Cape Verde,Praia,PMI,MARLBORO,114699,MARLBORO - (GOLD 3.0) KS RCB 400 - AFRICA DF-ENG TXT,400,406400,498400,493600,12,12,12,48260,4982292.8,5984900
Turkey,Diyarbakir Airport,PMI,PARLIAMENT,85805,PARLIAMENT - AQUA BLUE KS RCB WHITE - TURKEY DF,200,22200,17200,37000,9,10,12,2109,1634,3515
China,Wuxi Shuofang,CHINA NATIONAL,PANDA,51675,PANDA - KS BOX,200,0,39801,77198,0,9,6,0,56119.41,108849.18
Greece,Thessaloniki,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,200,0,185000,140800,0,11,11,0,32915.06,27622.27
China,Kunming Wujiaba,CHINA NATIONAL,DOUBLE HAPPINESS,46152,DOUBLE HAPPINESS - KS BOX,200,148617,425144,314496,12,12,10,38640.42,110537.44,81768.96
United Arab Emirates,Dubai,PMI,PARLIAMENT,120064,PARLIAMENT - AQUA BLUE KS RCS 400 WHITE - UAE DF,400,10439600,13365200,11610400,12,12,12,1737529.69,2404372.14,2331881.79
United Arab Emirates,Dubai,GULBAHAR TOBACCO,MILANO,122604,MILANO - EJECT LS FAN PACK (TWO SIDE OPENING) C SUPERSLIMS,200,1152000,1146200,1099600,12,12,12,89568,85965,82470
Morocco,Casablanca,JTI,CAMEL,97296,CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,600,39917,140342,137070,9,12,12,4956.360833333,17324.158333333,17382.525
China,Shanghai Pudong,JTI,SOBRANIE,44857,SOBRANIE - BLACK RUSSIAN KS BOX,200,94659,674993,889200,10,12,12,104124.9,742492.3,978120
Ukraine,Kyiv - Zhulyany,IMPERIAL BRANDS,DAVIDOFF,51742,DAVIDOFF - GOLD 100's OCTAGONAL PACK SLIMS,200,16200,0,0,2,0,0,2187,0,0
Brazil,Viracopos,JTI,NATURAL AMERICAN SPIRIT,54054,NATURAL AMERICAN SPIRIT - (BLUE) KS BOX,200,3000,14800,6200,6,12,9,427.5,2604.61,1026
China,Wuhan Tianhe,BAT,STATE EXPRESS 555,52627,STATE EXPRESS 555 - (YELLOW) KS BOX,200,3065,5998,11503,12,12,10,1839.575,3485.5,7189.375
Aruba,Oranjestad,JTI,STERLING,44907,STERLING - SUPERKINGS MENTHOL 100's BOX,400,4400,2400,5600,2,4,8,484,476,1156
Japan,Tokyo - Narita,JTI,MEVIUS,121611,MEVIUS - PREMEN OPTION MUSCAT GREEN 1 MENTHOL 100's D-SHAPE PACK (FRONT RCB) C SUPERSLIMS,200,212200,101000,0,12,3,0,4137900,1969500,0
China,Guangzhou Baiyun,CHINA NATIONAL,PANDA,51675,PANDA - KS BOX,200,115716,3803608,7307883,9,12,12,163159.56,5363087.28,10304115.03
Turkey,Samsun Airport,JTI,WINSTON,54448,WINSTON - CLASSIC KS RCB,200,12800,16800,13800,12,11,11,1399.52,1830.14,1486.68
Japan,Chubu,BAT,KENT,106089,KENT - S SERIES SPARK MINT 1 MENTHOL 100's BOX C SUPERSLIMS,200,80000,421800,912800,6,12,12,1320000,6959700,15061200
Ivory Coast,Abidjan,JTI,MAYFAIR,46686,MAYFAIR - SKY BLUE KS BOX,400,2000,2000,2800,5,5,4,0,210000,294000
Turkey,Antalya Gazipasa Airport,BAT,LUCKY STRIKE,59257,LUCKY STRIKE - CLICK & ROLL KS BOX C,200,1200,2600,0,3,4,0,251.4,557.7,0
United Arab Emirates,Abu Dhabi,PMI,MARLBORO,120080,MARLBORO - EDGE (2.0) KS DSP SUPERSLIMS WHITE - UAE DF,200,334200,91200,212200,12,6,11,56479.8,23773.52,146848.66
Poland,Gdansk,PMI,MARLBORO,123056,MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM POLAND,20,83780,512000,0,2,12,0,68699.6,453133.4,0
Japan,Tokyo - Narita,JTI,MEVIUS,88916,MEVIUS - ONE KS SOFT,200,447000,1435800,1767400,12,12,12,8716500,27998100,34464300
China,Yingsheng,PMI,MARLBORO,105439,MARLBORO - BLACK MENTHOL (2.0) MENTHOL KS BOX WHITE - CHINA DF - IDM CN05 SHENZEN DF (SZ),200,0,13600,0,0,2,0,0,14280,0
Brazil,Rio de Janeiro,BAT,LUCKY STRIKE,59257,LUCKY STRIKE - CLICK & ROLL KS BOX C,400,265200,0,26000,6,0,2,29503.5,0,3510
China,Beijing,PMI,MARLBORO,105694,MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 SUNRISE DF (RS),200,234600,3677400,4215600,9,11,12,186964.47,2942408.63,3599730
South Korea,Seoul,KT & G,ESSE,52950,ESSE - SOON 100's BOX SUPERSLIMS,200,61200,518400,440200,12,12,12,9167,77760,66030
Turkey,Ankara Airport,PMI,L&M,56640,L&M - RED LABEL KS RCB 400 - TURKEY DF,400,305200,270000,0,12,12,0,41202,38329.8,0
Norway,Oslo,PMI,MARLBORO,121119,MARLBORO - GOLD (2.0) KS BOX - NORWAY DF - IDM NORWAY,200,1054400,0,0,4,0,0,3316088,0,0
Morocco,Casablanca,BAT,VOGUE,45104,VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,291880,285614,413988,10,11,12,49619.6,48554.38,71085.48
Turkey,Istanbul Asia Airport,BAT,VOGUE,51105,VOGUE - BLEUE 100's BOX SUPERSLIMS,600,782400,1236600,1047600,10,12,12,112796,193600,176601
Switzerland,Zurich,JTI,CAMEL,43011,CAMEL - KS BOX,200,938400,620000,942400,12,12,12,246194.8,171395.35,268602.2
Canary Islands,Fuerteventura,PMI,L&M,123309,L&M - RED LABEL (5.0 CWB) KS RCB - CANARY ISLANDS DF - IDM SPAIN DUFRY,200,256200,0,0,3,0,0,40351.5,0,0
France,Paris Orly,PMI,MARLBORO,123635,MARLBORO - GOLD (2.0 ORIGINAL) KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,5140800,4882400,4095200,12,12,12,1499529,1537124.76,1331944.62
Great Britain,Birmingham,IMPERIAL BRANDS,RICHMOND,91247,RICHMOND - SUPERKINGS MENTHOL MENTHOL 100's BOX,400,197600,422000,593200,11,12,12,36556,81018,119295.75
Canary Islands,Gran Canaria,PMI,PHILIP MORRIS,122431,PHILIP MORRIS - KS BOX TRANSPARENT BUNDLE - CANARY ISLANDS DF - IDM SPAIN DUFRY,200,125400,0,0,7,0,0,22885.5,0,0
Germany,Nuernberg,IMPERIAL BRANDS,GAULOISES,45358,GAULOISES - BLONDES (RED) KS BOX,400,82800,84400,0,12,12,0,14093,15680.8,0
Mexico,Guadalajara,BAT,VOGUE,70512,VOGUE - LILAS 100's L-STICK BOX SUPERSLIMS,200,12000,18000,18000,9,9,12,1980,3420,3596
Turkey,Dalaman Airport,PMI,MARLBORO,113756,MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER - TURKEY DF,600,2040000,2335800,2400600,10,12,11,374025,449416.5,474073.5
Egypt,Luxor,PMI,MARLBORO,113623,MARLBORO - (GOLD 3.0) KS RCB - EG05 NEW TEXT HW DF,200,52133,84663,5617,12,12,1,8080.615,13029.72,842.55
Colombia,Bogota,BAT,LUCKY STRIKE,59257,LUCKY STRIKE - CLICK & ROLL KS BOX C,200,231400,305800,200000,10,12,12,31239,201720011.36,122117830.44
Spain,Barcelona,IMPERIAL BRANDS,NOBEL,44321,NOBEL - KS BOX,200,191200,201400,191800,12,12,12,36997.2,45768.15,47928.91
Taiwan,Taipei - Taoyuan,JTI,GLAMOUR,54970,GLAMOUR - MENTHOL 100's BOX SUPERSLIMS,200,2670512,14123437,18431105,12,12,11,9880894.4,52256716.9,68195088.5
Tunisia,Tunis,PMI,CHESTERFIELD,124032,CHESTERFIELD - ORIGINAL (4.0) KS BOX - GENERIC DF-ENG TXT,200,135000,182800,151600,12,12,11,22142.5,33726.6,28965.6
Morocco,Agadir,JTI,WINSTON,54249,WINSTON - LIGHTS 100's BOX SUPERSLIMS,200,21219,38277,46395,9,12,12,3288.945,5932.935,7191.225
India,Bangalore,JTI,SUPERKINGS,46019,SUPERKINGS - BLUE 100's BOX,400,0,38400,458400,0,2,12,0,420940.8,5872735.36
South Korea,Incheon,JTI,MEVIUS,106769,MEVIUS - ORIGINAL 10 KS SOFT,200,1101000,2833600,2944800,12,12,12,159645,410872,426996
Tunisia,Tunis,BAT,VOGUE,50571,VOGUE - LILAS 100's BOX SLIMS,200,565200,682600,396800,12,12,11,101736,122868,72935.1
United Arab Emirates,Dubai,KT & G,ESSE,57990,ESSE - SILVER KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,721600,749400,1101400,11,9,6,65160.48,67670.82,99456.42
Poland,Rzeszow,PMI,MARLBORO,123059,MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM POLAND,400,1226000,1814000,2224000,11,12,12,939072,1541900,1854815
Ecuador,Quito,BAT,VOGUE,45104,VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,50200,84200,86200,11,12,12,7530,12630,12930
Chile,Santiago Arturo Merino Benitez,BAT,LUCKY STRIKE,59257,LUCKY STRIKE - CLICK & ROLL KS BOX C,600,1049400,960600,742200,11,12,12,157410,170310.6,126828
South Korea,Incheon,JTI,MEVIUS,87832,MEVIUS - LIGHTS KS BOX,200,10874200,29791200,24868600,12,12,12,1575961,4316816,3606495
South Korea,Incheon,PMI,PARLIAMENT,121989,PARLIAMENT - AQUA BLUE 100's RCB WHITE - KOREA DF - IDM KOREA,200,84200,1236800,1315800,1,12,12,11788,186724,198974
Japan,Osaka - Kansai,CHINA NATIONAL,YU XI,53542,YU XI - (RED) KS BOX,200,29800,196800,105400,9,8,2,432100,2853600,1528300
Japan,Tokyo - Haneda,PMI,PARLIAMENT,97142,PARLIAMENT - AQUA BLUE 100's RCB WHITE - JAPAN DF,200,200200,729400,905000,12,12,12,4344340,15827980,19638500
China,Weihai Dashuibo,BAT,STATE EXPRESS 555,38071,STATE EXPRESS 555,200,0,4393,6390,0,8,12,0,2525.975,3674.25
Senegal,Leopold Sedar Senghar,PMI,MARLBORO,114699,MARLBORO - (GOLD 3.0) KS RCB 400 - AFRICA DF-ENG TXT,400,872800,1107200,878400,10,11,10,103645,73586832.65,61170586.9
Jamaica,Montego Bay,JTI,CAMEL,49844,CAMEL - (YELLOW) KS BOX,600,67200,82800,68400,11,12,12,12246.96,14301.87,12142.19
Japan,Tokyo - Narita,BAT,KOOL,55523,KOOL - BOOST 5 MENTHOL KS BOX C,200,222400,695800,842200,12,12,12,4448000,13916000,16844000
Vietnam,Danang,BAT,VOGUE,39028,VOGUE,200,15800,55600,27000,8,12,7,0,0,0
Japan,Hiroshima,JTI,UNDEFINED,0,UNDEFINED,0,0,452589,1413561,0,12,12,0,0,0
Turkey,Istanbul Asia Airport,PMI,PARLIAMENT,70907,PARLIAMENT - AQUA BLUE KS RCB 600 WHITE - TURKEY DF,600,1893600,1819200,1786200,12,12,12,296304,291113.3,291843.39
Turkey,Denizli Cardak Airport,KARELIA TOBACCO,OME,57352,OME - (PINK) 100's L-STICK BOX SUPERSLIMS,200,30400,28000,1400,9,8,4,1520,1400,70
Great Britain,Liverpool,BAT,BENSON & HEDGES,45433,BENSON & HEDGES - KS BOX,200,242600,314600,298800,12,12,12,76419,102396.93,105837
Morocco,Agadir,PMI,MARLBORO,100604,MARLBORO - (RED FWD) KS BOX - NORTH AFRICA DF,200,2331240,1810420,2201600,12,12,12,409584.8,289820.958,331214.8
Morocco,Oujda,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,200,18662,51352,67230,10,12,12,1735.3125,5560.75,7247.8125
Senegal,Leopold Sedar Senghar,BAT,VOGUE,45104,VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,834000,975600,1030200,11,11,12,0,92865308.63,106427000
Greece,Corfu,KARELIA TOBACCO,GEORGE KARELIAS AND SONS,48088,GEORGE KARELIAS AND SONS - LIGHTS LS SHOULDER PACK,200,19400,42200,49800,6,8,9,3104,6752,7968
France,Toulouse,BAT,VOGUE,51103,VOGUE - LILAS 100's BOX SUPERSLIMS,200,800,119800,72400,1,12,12,168,38558.58,26460.19
Turkey,Kayseri Airport,BAT,VOGUE,46753,VOGUE - MENTHOL 100's BOX SUPERSLIMS,600,0,4200,15000,0,3,11,0,672,2457.87
Denmark,Faroe Islands,PMI,MARLBORO,125059,MARLBORO - ONE KS RCB - DENMARK DF - IDM DENMARK,200,109839,110000,80000,8,7,7,248080.505,258450,195600
China,Hangzhou Xiaoshan,BAT,DUNHILL,53297,DUNHILL - (WHITE) KS BOX,200,1489,47251,85025,8,12,12,856.175,27169.325,48889.375
Spain,Valencia,IMPERIAL BRANDS,DUCADOS,46625,DUCADOS - (BLUE/WHITE) KS SOFT,200,0,9000,9400,0,12,11,0,1976.4,2297.98
China,Sanya Fenghuang,BAT,DUNHILL,53297,DUNHILL - (WHITE) KS BOX,200,0,3189,1130,0,6,2,0,1833.675,649.75
Turkey,Diyarbakir Airport,PMI,L&M,56640,L&M - RED LABEL KS RCB 400 - TURKEY DF,400,15600,14000,14000,10,12,8,1053,945,945
Greece,Kos,PMI,MARLBORO,120908,MARLBORO - (RED FWD) KS BOX - ENGLISH GHW TPD2 DF - IDM GREECE,200,182400,102200,0,8,8,0,32832,21450,0
Jamaica,Montego Bay,BAT,KENT,106880,KENT - SPARK SILVER KS RCB,200,84400,25400,28400,12,12,12,16028.88,5501.01,6368.19
Kuwait,Kuwait,BAT,ROTHMANS,44682,ROTHMANS - KS BOX,200,199200,200,0,3,1,0,20184,20.8,0
Gibraltar,Gibraltar,H.VAN LANDEWYCK GMBH,UNDEFINED,0,UNDEFINED,0,11116827,11335787,9985091,12,12,12,0,0,0
Switzerland,Zurich,PMI,MARLBORO,147081,MARLBORO - RED 3.5 KS BOX (PROMO) - ZONE 1 DF - IDM SWITZERLAND,200,0,0,563600,0,0,6,0,0,163444
Vietnam,Haiphong,PMI,MARLBORO,122703,MARLBORO - GOLD (3.5) KS RCB 400 SPECIAL OUTER WHITE - INDOCHINA DF,400,0,0,96000,0,0,6,0,0,10560
Great Britain,Glasgow,JTI,STERLING,91239,STERLING - SUPERKINGS MENTHOL MENTHOL 100's BOX,400,172400,166400,134400,12,12,12,35342,37088,32878
Greece,Chania,KARELIA TOBACCO,GEORGE KARELIAS AND SONS,48088,GEORGE KARELIAS AND SONS - LIGHTS LS SHOULDER PACK,200,23600,16800,36800,10,10,12,3776,2688,5888
Spain,Madrid Barajas,BAT,BENSON & HEDGES,51437,BENSON & HEDGES - SMOOTH GOLD KS BOX,200,253600,200000,0,12,11,0,53382.8,51912.09,0
Turkey,Bodrum Airport,BAT,VOGUE,51105,VOGUE - BLEUE 100's BOX SUPERSLIMS,200,59400,48800,132800,9,9,9,11235.52,10722.06,26386.89
Morocco,Casablanca,JTI,MAYFAIR,44279,MAYFAIR - KS BOX,200,14447,17153,39775,11,12,12,2167.05,2572.95,5966.25
United Arab Emirates,Sharjah,IMPERIAL BRANDS,DAVIDOFF,88913,DAVIDOFF - SLIMS GOLD KS OCTAGONAL PACK SLIMS,400,264400,463200,378000,11,12,11,33598.63,58861.14,209790
Turkey,Istanbul Airport,PMI,PARLIAMENT,85806,PARLIAMENT - NIGHT BLUE KS RCB WHITE - TURKEY DF,200,3914800,3199000,2633800,12,12,12,719202.6,623598.5,541705.5
Saudi Arabia,RIYADH,BAT,DUNHILL,88566,DUNHILL - FINE CUT (GOLD) 90's OCTAGONAL PACK SLIMS,200,0,0,515200,0,0,3,0,0,315229.04
Madagascar,Tulear,PMI,MARLBORO,139305,MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,0,0,399243,0,0,5,0,0,53897.805
Poland,Krakow Balice,PMI,L&M,124294,L&M - RED LABEL (5.0 CWB) KS RCB 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM POLAND,400,1544400,1842000,1306400,12,12,12,992456,1286041,967796.21
Georgia,Batumi,JTI,WINSTON,55025,WINSTON - SILVER KS BOX,200,18000,0,0,6,0,0,1620,0,0
Cape Verde,Espargos,JTI,MAYFAIR,44279,MAYFAIR - KS BOX,400,286400,234000,127600,11,12,10,0,3051825.01,1875600
Norway,Stavanger,BAT,PRINCE,51465,PRINCE - GOLDEN TASTE 100's BOX,200,10000,0,0,3,0,0,29950,0,0
United Arab Emirates,Dubai,JTI,CAMEL,97296,CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,200,1055600,935400,783200,12,12,12,149525.74,143116.34,129446.37
Cambodia,Phnom Penh,CHINA NATIONAL,CHUNGHWA,103853,CHUNGHWA - 5000 KS BOX,200,19200,35200,0,10,4,0,0,11269.39,0
Norway,Oslo,PMI,MARLBORO,141135,MARLBORO - FUSE BEYOND KS BOX 100 C 100 TRANSPARENT BUNDLE WHITE - NORWAY DF - IDM NORWAY,100,0,221600,253100,0,12,12,0,752332,900985
Great Britain,Glasgow Prestwick,PMI,MARLBORO,122748,MARLBORO - GOLD (2.0 ORIGINAL) KS RCB - UNITED KINGDOM DF - IDM UNITED KINGDOM,200,1800,0,0,3,0,0,540,0,0
South Korea,Jeju,KT & G,BOHEM,88576,BOHEM - CIGAR MINI NO.5 KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,2237000,2033000,1829400,12,12,12,324467,295887,266722
Russia,Astrakhan,PMI,PARLIAMENT,121938,PARLIAMENT - NIGHT BLUE KS RCB JUMBO RC WHITE - RUSSIA DF - IDM RUSSIA,200,26400,10000,0,6,5,0,2640,1010,0
